Protein_ID,Type,Method,Count
1vtp,prot,NMR,1
1vtx,prot,NMR,1
1vvc,prot,NMR,1
1vvd,prot,NMR,1
1vve,prot,NMR,1
1vyc,prot,NMR,1
1vyn,prot,NMR,1
1vyx,prot,NMR,1
1vzs,prot,NMR,1
1w09,prot,NMR,1
1w0a,prot,NMR,1
1w0b,prot,NMR,1
1w1f,prot,NMR,1
1w1n,prot,NMR,1
1w2q,prot,NMR,1
1w3d,prot,NMR,1
1w4e,prot,NMR,1
1w4f,prot,NMR,1
1w4g,prot,NMR,1
1w4h,prot,NMR,1
1w4i,prot,NMR,1
1w4j,prot,NMR,1
1w4k,prot,NMR,1
1w4m,prot,NMR,1
1w4u,prot,NMR,1
1w6b,prot,NMR,1
1w6v,prot,NMR,1
1w7d,prot,NMR,1
1w7e,prot,NMR,1
1w9n,prot,NMR,1
1w9r,prot,NMR,1
1wa7,prot,NMR,1
1wa8,prot,NMR,1
1waz,prot,NMR,1
1wbr,prot,NMR,1
1wcj,prot,NMR,1
1wcl,prot,NMR,1
1wcn,prot,NMR,1
1wco,prot,NMR,1
1wcr,prot,NMR,1
1wct,prot,NMR,1
1wd2,prot,NMR,1
1we6,prot,NMR,1
1we7,prot,NMR,1
1we8,prot,NMR,1
1we9,prot,NMR,1
1wee,prot,NMR,1
1wel,prot,NMR,1
1wem,prot,NMR,1
1wen,prot,NMR,1
1weo,prot,NMR,1
1wep,prot,NMR,1
1weq,prot,NMR,1
1wes,prot,NMR,1
1weu,prot,NMR,1
1wev,prot,NMR,1
1wew,prot,NMR,1
1wex,prot,NMR,1
1wey,prot,NMR,1
1wez,prot,NMR,1
1wf0,prot,NMR,1
1wf1,prot,NMR,1
1wf2,prot,NMR,1
1wf5,prot,NMR,1
1wf6,prot,NMR,1
1wf7,prot,NMR,1
1wf8,prot,NMR,1
1wf9,prot,NMR,1
1wfd,prot,NMR,1
1wfe,prot,NMR,1
1wff,prot,NMR,1
1wfg,prot,NMR,1
1wfh,prot,NMR,1
1wfi,prot,NMR,1
1wfj,prot,NMR,1
1wfk,prot,NMR,1
1wfl,prot,NMR,1
1wfm,prot,NMR,1
1wfn,prot,NMR,1
1wfo,prot,NMR,1
1wfp,prot,NMR,1
1wfq,prot,NMR,1
1wfr,prot,NMR,1
1wfs,prot,NMR,1
1wft,prot,NMR,1
1wfu,prot,NMR,1
1wfv,prot,NMR,1
1wfw,prot,NMR,1
1wfy,prot,NMR,1
1wfz,prot,NMR,1
1wg1,prot,NMR,1
1wg2,prot,NMR,1
1wg4,prot,NMR,1
1wg5,prot,NMR,1
1wg6,prot,NMR,1
1wg7,prot,NMR,1
1wgd,prot,NMR,1
1wge,prot,NMR,1
1wgf,prot,NMR,1
1wgg,prot,NMR,1
1wgh,prot,NMR,1
1wgk,prot,NMR,1
1wgl,prot,NMR,1
1wgm,prot,NMR,1
1wgn,prot,NMR,1
1wgo,prot,NMR,1
1wgp,prot,NMR,1
1wgq,prot,NMR,1
1wgr,prot,NMR,1
1wgs,prot,NMR,1
1wgu,prot,NMR,1
1wgv,prot,NMR,1
1wgw,prot,NMR,1
1wgx,prot,NMR,1
1wgy,prot,NMR,1
1wh0,prot,NMR,1
1wh1,prot,NMR,1
1wh2,prot,NMR,1
1wh3,prot,NMR,1
1wh4,prot,NMR,1
1wh5,prot,NMR,1
1wh6,prot,NMR,1
1wh7,prot,NMR,1
1wh8,prot,NMR,1
1wh9,prot,NMR,1
1wha,prot,NMR,1
1whb,prot,NMR,1
1whc,prot,NMR,1
1whd,prot,NMR,1
1whe,prot,NMR,1
1whf,prot,NMR,1
1whg,prot,NMR,1
1whh,prot,NMR,1
1whj,prot,NMR,1
1whk,prot,NMR,1
1whl,prot,NMR,1
1whm,prot,NMR,1
1whn,prot,NMR,1
1whq,prot,NMR,1
1whr,prot,NMR,1
1whu,prot,NMR,1
1whv,prot,NMR,1
1whw,prot,NMR,1
1whx,prot,NMR,1
1why,prot,NMR,1
1wi0,prot,NMR,1
1wi1,prot,NMR,1
1wi2,prot,NMR,1
1wi3,prot,NMR,1
1wi4,prot,NMR,1
1wi5,prot,NMR,1
1wi6,prot,NMR,1
1wi7,prot,NMR,1
1wi8,prot,NMR,1
1wi9,prot,NMR,1
1wia,prot,NMR,1
1wib,prot,NMR,1
1wic,prot,NMR,1
1wid,prot,NMR,1
1wie,prot,NMR,1
1wif,prot,NMR,1
1wig,prot,NMR,1
1wih,prot,NMR,1
1wii,prot,NMR,1
1wij,prot,NMR,1
1wik,prot,NMR,1
1wil,prot,NMR,1
1wim,prot,NMR,1
1win,prot,NMR,1
1wir,prot,NMR,1
1wis,prot,NMR,1
1wit,prot,NMR,1
1wiu,prot,NMR,1
1wiv,prot,NMR,1
1wix,prot,NMR,1
1wiz,prot,NMR,1
1wj0,prot,NMR,1
1wj1,prot,NMR,1
1wj2,prot,NMR,1
1wj3,prot,NMR,1
1wj4,prot,NMR,1
1wj5,prot,NMR,1
1wj6,prot,NMR,1
1wj7,prot,NMR,1
1wja,prot,NMR,1
1wjb,prot,NMR,1
1wjc,prot,NMR,1
1wjd,prot,NMR,1
1wje,prot,NMR,1
1wjf,prot,NMR,1
1wji,prot,NMR,1
1wjj,prot,NMR,1
1wjk,prot,NMR,1
1wjl,prot,NMR,1
1wjm,prot,NMR,1
1wjn,prot,NMR,1
1wjo,prot,NMR,1
1wjp,prot,NMR,1
1wjq,prot,NMR,1
1wjr,prot,NMR,1
1wjs,prot,NMR,1
1wjt,prot,NMR,1
1wju,prot,NMR,1
1wjv,prot,NMR,1
1wjw,prot,NMR,1
1wjz,prot,NMR,1
1wk0,prot,NMR,1
1wk1,prot,NMR,1
1wki,prot,NMR,1
1wkt,prot,NMR,1
1wlm,prot,NMR,1
1wln,prot,NMR,1
1wlo,prot,NMR,1
1wlp,prot,NMR,1
1wlx,prot,NMR,1
1wm4,prot,NMR,1
1wm7,prot,NMR,1
1wm8,prot,NMR,1
1wmj,prot,NMR,1
1wmt,prot,NMR,1
1wmv,prot,NMR,1
1wn4,prot,NMR,1
1wn8,prot,NMR,1
1wnj,prot,NMR,1
1wnk,prot,NMR,1
1wnm,prot,NMR,1
1wnn,prot,NMR,1
1wo0,prot,NMR,1
1wo1,prot,NMR,1
1wo3,prot,NMR,1
1wo4,prot,NMR,1
1wo5,prot,NMR,1
1wo6,prot,NMR,1
1wo7,prot,NMR,1
1wo9,prot,NMR,1
1wot,prot,NMR,1
1wpd,prot,NMR,1
1wpi,prot,NMR,1
1wpk,prot,NMR,1
1wqb,prot,NMR,1
1wqc,prot,NMR,1
1wqd,prot,NMR,1
1wqe,prot,NMR,1
1wqk,prot,NMR,1
1wqu,prot,NMR,1
1wr0,prot,NMR,1
1wr1,prot,NMR,1
1wr3,prot,NMR,1
1wr4,prot,NMR,1
1wr7,prot,NMR,1
1wrf,prot,NMR,1
1wrg,prot,NMR,1
1wrs,prot,NMR,1
1wrt,prot,NMR,1
1wry,prot,NMR,1
1wso,prot,NMR,1
1wsx,prot,NMR,1
1wt7,prot,NMR,1
1wt8,prot,NMR,1
1wtu,prot,NMR,1
1wu0,prot,NMR,1
1wug,prot,NMR,1
1wum,prot,NMR,1
1wuz,prot,NMR,1
1wvk,prot,NMR,1
1wvo,prot,NMR,1
1wvz,prot,NMR,1
1wwn,prot,NMR,1
1wwq,prot,NMR,1
1wwt,prot,NMR,1
1wwu,prot,NMR,1
1wwv,prot,NMR,1
1wwx,prot,NMR,1
1wwy,prot,NMR,1
1wx6,prot,NMR,1
1wx7,prot,NMR,1
1wx8,prot,NMR,1
1wx9,prot,NMR,1
1wxa,prot,NMR,1
1wxb,prot,NMR,1
1wxl,prot,NMR,1
1wxm,prot,NMR,1
1wxn,prot,NMR,1
1wxp,prot,NMR,1
1wxs,prot,NMR,1
1wxt,prot,NMR,1
1wxu,prot,NMR,1
1wxv,prot,NMR,1
1wy8,prot,NMR,1
1wyh,prot,NMR,1
1wyj,prot,NMR,1
1wyl,prot,NMR,1
1wym,prot,NMR,1
1wyn,prot,NMR,1
1wyo,prot,NMR,1
1wyp,prot,NMR,1
1wyq,prot,NMR,1
1wyr,prot,NMR,1
1wys,prot,NMR,1
1wz0,prot,NMR,1
1wz4,prot,NMR,1
1wz5,prot,NMR,1
1wz6,prot,NMR,1
1x02,prot,NMR,1
1x05,prot,NMR,1
1x0h,prot,NMR,1
1x0n,prot,NMR,1
1x0o,prot,NMR,1
1x1f,prot,NMR,1
1x1g,prot,NMR,1
1x1m,prot,NMR,1
1x22,prot,NMR,1
1x2k,prot,NMR,1
1x2l,prot,NMR,1
1x2m,prot,NMR,1
1x2n,prot,NMR,1
1x2p,prot,NMR,1
1x2q,prot,NMR,1
1x32,prot,NMR,1
1x37,prot,NMR,1
1x3a,prot,NMR,1
1x3b,prot,NMR,1
1x3c,prot,NMR,1
1x3d,prot,NMR,1
1x3h,prot,NMR,1
1x3p,prot,NMR,1
1x3q,prot,NMR,1
1x3u,prot,NMR,1
1x40,prot,NMR,1
1x41,prot,NMR,1
1x43,prot,NMR,1
1x44,prot,NMR,1
1x45,prot,NMR,1
1x47,prot,NMR,1
1x48,prot,NMR,1
1x49,prot,NMR,1
1x4a,prot,NMR,1
1x4b,prot,NMR,1
1x4c,prot,NMR,1
1x4d,prot,NMR,1
1x4e,prot,NMR,1
1x4f,prot,NMR,1
1x4g,prot,NMR,1
1x4h,prot,NMR,1
1x4i,prot,NMR,1
1x4j,prot,NMR,1
1x4k,prot,NMR,1
1x4l,prot,NMR,1
1x4m,prot,NMR,1
1x4n,prot,NMR,1
1x4o,prot,NMR,1
1x4p,prot,NMR,1
1x4q,prot,NMR,1
1x4r,prot,NMR,1
1x4s,prot,NMR,1
1x4t,prot,NMR,1
1x4u,prot,NMR,1
1x4v,prot,NMR,1
1x4w,prot,NMR,1
1x4x,prot,NMR,1
1x4y,prot,NMR,1
1x4z,prot,NMR,1
1x50,prot,NMR,1
1x51,prot,NMR,1
1x52,prot,NMR,1
1x53,prot,NMR,1
1x57,prot,NMR,1
1x58,prot,NMR,1
1x59,prot,NMR,1
1x5a,prot,NMR,1
1x5b,prot,NMR,1
1x5c,prot,NMR,1
1x5d,prot,NMR,1
1x5e,prot,NMR,1
1x5f,prot,NMR,1
1x5g,prot,NMR,1
1x5h,prot,NMR,1
1x5i,prot,NMR,1
1x5j,prot,NMR,1
1x5k,prot,NMR,1
1x5l,prot,NMR,1
1x5m,prot,NMR,1
1x5n,prot,NMR,1
1x5o,prot,NMR,1
1x5p,prot,NMR,1
1x5q,prot,NMR,1
1x5r,prot,NMR,1
1x5s,prot,NMR,1
1x5t,prot,NMR,1
1x5v,prot,NMR,1
1x5w,prot,NMR,1
1x5x,prot,NMR,1
1x5y,prot,NMR,1
1x5z,prot,NMR,1
1x60,prot,NMR,1
1x61,prot,NMR,1
1x62,prot,NMR,1
1x63,prot,NMR,1
1x64,prot,NMR,1
1x65,prot,NMR,1
1x66,prot,NMR,1
1x67,prot,NMR,1
1x68,prot,NMR,1
1x69,prot,NMR,1
1x6a,prot,NMR,1
1x6b,prot,NMR,1
1x6c,prot,NMR,1
1x6d,prot,NMR,1
1x6e,prot,NMR,1
1x6f,prot,NMR,1
1x6g,prot,NMR,1
1x6h,prot,NMR,1
1x7k,prot,NMR,1
1x93,prot,NMR,1
1x9a,prot,NMR,1
1x9b,prot,NMR,1
1x9l,prot,NMR,1
1x9v,prot,NMR,1
1x9x,prot,NMR,1
1xax,prot,NMR,1
1xbd,prot,NMR,1
1xbh,prot,NMR,1
1xbl,prot,NMR,1
1xc0,prot,NMR,1
1xc5,prot,NMR,1
1xdx,prot,NMR,1
1xee,prot,NMR,1
1xf7,prot,NMR,1
1xfe,prot,NMR,1
1xfl,prot,NMR,1
1xfn,prot,NMR,1
1xfq,prot,NMR,1
1xfr,prot,NMR,1
1xg1,prot,NMR,1
1xga,prot,NMR,1
1xgb,prot,NMR,1
1xgc,prot,NMR,1
1xgl,prot,NMR,1
1xhh,prot,NMR,1
1xhj,prot,NMR,1
1xhs,prot,NMR,1
1xi7,prot,NMR,1
1xj1,prot,NMR,1
1xjh,prot,NMR,1
1xjs,prot,NMR,1
1xke,prot,NMR,1
1xkm,prot,NMR,1
1xmw,prot,NMR,1
1xn5,prot,NMR,1
1xn6,prot,NMR,1
1xn7,prot,NMR,1
1xn8,prot,NMR,1
1xn9,prot,NMR,1
1xna,prot,NMR,1
1xne,prot,NMR,1
1xnl,prot,NMR,1
1xnt,prot,NMR,1
1xo3,prot,NMR,1
1xo8,prot,NMR,1
1xoa,prot,NMR,1
1xob,prot,NMR,1
1xoo,prot,NMR,1
1xop,prot,NMR,1
1xox,prot,NMR,1
1xoy,prot,NMR,1
1xpa,prot,NMR,1
1xpn,prot,NMR,1
1xpv,prot,NMR,1
1xpw,prot,NMR,1
1xq8,prot,NMR,1
1xqq,prot,NMR,1
1xr0,prot,NMR,1
1xrd,prot,NMR,1
1xrz,prot,NMR,1
1xs3,prot,NMR,1
1xs8,prot,NMR,1
1xsa,prot,NMR,1
1xsb,prot,NMR,1
1xsc,prot,NMR,1
1xsf,prot,NMR,1
1xsw,prot,NMR,1
1xsx,prot,NMR,1
1xt7,prot,NMR,1
1xu0,prot,NMR,1
1xu6,prot,NMR,1
1xut,prot,NMR,1
1xv3,prot,NMR,1
1xv4,prot,NMR,1
1xv7,prot,NMR,1
1xwe,prot,NMR,1
1xwh,prot,NMR,1
1xwn,prot,NMR,1
1xx0,prot,NMR,1
1xx3,prot,NMR,1
1xx8,prot,NMR,1
1xxe,prot,NMR,1
1xxz,prot,NMR,1
1xy4,prot,NMR,1
1xy5,prot,NMR,1
1xy6,prot,NMR,1
1xy8,prot,NMR,1
1xy9,prot,NMR,1
1xyd,prot,NMR,1
1xyj,prot,NMR,1
1xyk,prot,NMR,1
1xyq,prot,NMR,1
1xyu,prot,NMR,1
1xyw,prot,NMR,1
1xyx,prot,NMR,1
1xz9,prot,NMR,1
1xzy,prot,NMR,1
1y00,prot,NMR,1
1y03,prot,NMR,1
1y04,prot,NMR,1
1y0j,prot,NMR,1
1y15,prot,NMR,1
1y16,prot,NMR,1
1y1b,prot,NMR,1
1y1c,prot,NMR,1
1y29,prot,NMR,1
1y2p,prot,NMR,1
1y2s,prot,NMR,1
1y2y,prot,NMR,1
1y32,prot,NMR,1
1y3j,prot,NMR,1
1y3k,prot,NMR,1
1y49,prot,NMR,1
1y4e,prot,NMR,1
1y4o,prot,NMR,1
1y58,prot,NMR,1
1y5c,prot,NMR,1
1y5o,prot,NMR,1
1y6d,prot,NMR,1
1y6u,prot,NMR,1
1y74,prot,NMR,1
1y76,prot,NMR,1
1y7j,prot,NMR,1
1y7k,prot,NMR,1
1y7n,prot,NMR,1
1y7q,prot,NMR,1
1y7x,prot,NMR,1
1y8b,prot,NMR,1
1y8f,prot,NMR,1
1y8m,prot,NMR,1
1y9j,prot,NMR,1
1y9o,prot,NMR,1
1y9x,prot,NMR,1
1ybj,prot,NMR,1
1ycm,prot,NMR,1
1ydu,prot,NMR,1
1yel,prot,NMR,1
1yez,prot,NMR,1
1yfb,prot,NMR,1
1yfc,prot,NMR,1
1yg0,prot,NMR,1
1ygm,prot,NMR,1
1ygo,prot,NMR,1
1ygw,prot,NMR,1
1yh5,prot,NMR,1
1yhd,prot,NMR,1
1yho,prot,NMR,1
1yhp,prot,NMR,1
1yic,prot,NMR,1
1yiu,prot,NMR,1
1yji,prot,NMR,1
1yjj,prot,NMR,1
1yjr,prot,NMR,1
1yjt,prot,NMR,1
1yju,prot,NMR,1
1yjv,prot,NMR,1
1yka,prot,NMR,1
1ykg,prot,NMR,1
1yl8,prot,NMR,1
1yl9,prot,NMR,1
1ylb,prot,NMR,1
1ymz,prot,NMR,1
1ynx,prot,NMR,1
1yo4,prot,NMR,1
1yop,prot,NMR,1
1yp8,prot,NMR,1
1yqa,prot,NMR,1
1yr1,prot,NMR,1
1ys5,prot,NMR,1
1yse,prot,NMR,1
1ysf,prot,NMR,1
1ysg,prot,NMR,1
1ysi,prot,NMR,1
1ysm,prot,NMR,1
1ysn,prot,NMR,1
1ysw,prot,NMR,1
1ysx,prot,NMR,1
1ysy,prot,NMR,1
1yt6,prot,NMR,1
1ytp,prot,NMR,1
1ytr,prot,NMR,1
1yua,prot,NMR,1
1yub,prot,NMR,1
1yuf,prot,NMR,1
1yug,prot,NMR,1
1yur,prot,NMR,1
1yus,prot,NMR,1
1yut,prot,NMR,1
1yuu,prot,NMR,1
1yv8,prot,NMR,1
1yva,prot,NMR,1
1yvc,prot,NMR,1
1ywi,prot,NMR,1
1ywj,prot,NMR,1
1ywl,prot,NMR,1
1yws,prot,NMR,1
1ywu,prot,NMR,1
1yww,prot,NMR,1
1ywx,prot,NMR,1
1ywy,prot,NMR,1
1yx0,prot,NMR,1
1yx3,prot,NMR,1
1yx4,prot,NMR,1
1yx5,prot,NMR,1
1yx6,prot,NMR,1
1yx7,prot,NMR,1
1yx8,prot,NMR,1
1yxe,prot,NMR,1
1yxr,prot,NMR,1
1yy1,prot,NMR,1
1yy2,prot,NMR,1
1yyb,prot,NMR,1
1yyc,prot,NMR,1
1yyj,prot,NMR,1
1yyx,prot,NMR,1
1yz2,prot,NMR,1
1yza,prot,NMR,1
1yzb,prot,NMR,1
1yzc,prot,NMR,1
1yzs,prot,NMR,1
1z00,prot,NMR,1
1z09,prot,NMR,1
1z0q,prot,NMR,1
1z0r,prot,NMR,1
1z1d,prot,NMR,1
1z1m,prot,NMR,1
1z1v,prot,NMR,1
1z1z,prot,NMR,1
1z23,prot,NMR,1
1z2d,prot,NMR,1
1z2e,prot,NMR,1
1z2f,prot,NMR,1
1z2g,prot,NMR,1
1z2k,prot,NMR,1
1z2q,prot,NMR,1
1z2t,prot,NMR,1
1z3j,prot,NMR,1
1z3k,prot,NMR,1
1z3r,prot,NMR,1
1z4h,prot,NMR,1
1z5f,prot,NMR,1
1z60,prot,NMR,1
1z64,prot,NMR,1
1z65,prot,NMR,1
1z66,prot,NMR,1
1z6c,prot,NMR,1
1z6h,prot,NMR,1
1z6v,prot,NMR,1
1z6w,prot,NMR,1
1z7p,prot,NMR,1
1z7r,prot,NMR,1
1z7t,prot,NMR,1
1z86,prot,NMR,1
1z87,prot,NMR,1
1z8m,prot,NMR,1
1z8r,prot,NMR,1
1z8s,prot,NMR,1
1z99,prot,NMR,1
1z9b,prot,NMR,1
1z9e,prot,NMR,1
1z9i,prot,NMR,1
1z9q,prot,NMR,1
1z9v,prot,NMR,1
1za8,prot,NMR,1
1zac,prot,NMR,1
1zad,prot,NMR,1
1zae,prot,NMR,1
1zaq,prot,NMR,1
1zbj,prot,NMR,1
1zc1,prot,NMR,1
1zda,prot,NMR,1
1zdb,prot,NMR,1
1zdc,prot,NMR,1
1zdd,prot,NMR,1
1zdv,prot,NMR,1
1zdx,prot,NMR,1
1ze7,prot,NMR,1
1ze9,prot,NMR,1
1zec,prot,NMR,1
1zfd,prot,NMR,1
1zfi,prot,NMR,1
1zfl,prot,NMR,1
1zfo,prot,NMR,1
1zfs,prot,NMR,1
1zfu,prot,NMR,1
1zg2,prot,NMR,1
1zgg,prot,NMR,1
1zgu,prot,NMR,1
1zhc,prot,NMR,1
1zit,prot,NMR,1
1zjq,prot,NMR,1
1zk6,prot,NMR,1
1zkh,prot,NMR,1
1zl8,prot,NMR,1
1zlc,prot,NMR,1
1zll,prot,NMR,1
1zmz,prot,NMR,1
1zn5,prot,NMR,1
1znf,prot,NMR,1
1znm,prot,NMR,1
1znt,prot,NMR,1
1znu,prot,NMR,1
1zo0,prot,NMR,1
1zok,prot,NMR,1
1zpx,prot,NMR,1
1zr7,prot,NMR,1
1zr9,prot,NMR,1
1zri,prot,NMR,1
1zrj,prot,NMR,1
1zrp,prot,NMR,1
1zrr,prot,NMR,1
1zrv,prot,NMR,1
1zrw,prot,NMR,1
1zrx,prot,NMR,1
1zry,prot,NMR,1
1zs5,prot,NMR,1
1zsg,prot,NMR,1
1zta,prot,NMR,1
1ztn,prot,NMR,1
1zto,prot,NMR,1
1ztr,prot,NMR,1
1zts,prot,NMR,1
1zu1,prot,NMR,1
1zu2,prot,NMR,1
1zub,prot,NMR,1
1zue,prot,NMR,1
1zuf,prot,NMR,1
1zug,prot,NMR,1
1zuv,prot,NMR,1
1zv6,prot,NMR,1
1zw7,prot,NMR,1
1zw8,prot,NMR,1
1zwa,prot,NMR,1
1zwb,prot,NMR,1
1zwc,prot,NMR,1
1zwd,prot,NMR,1
1zwe,prot,NMR,1
1zwf,prot,NMR,1
1zwg,prot,NMR,1
1zwm,prot,NMR,1
1zwo,prot,NMR,1
1zwt,prot,NMR,1
1zwu,prot,NMR,1
1zwv,prot,NMR,1
1zxa,prot,NMR,1
1zxf,prot,NMR,1
1zxg,prot,NMR,1
1zxh,prot,NMR,1
1zy3,prot,NMR,1
1zy6,prot,NMR,1
1zyi,prot,NMR,1
1zza,prot,NMR,1
1zzf,prot,NMR,1
1zzp,prot,NMR,1
1zzv,prot,NMR,1
2a00,prot,NMR,1
2a02,prot,NMR,1
2a05,prot,NMR,1
2a0a,prot,NMR,1
2a0t,prot,NMR,1
2a1c,prot,NMR,1
2a20,prot,NMR,1
2a24,prot,NMR,1
2a29,prot,NMR,1
2a2b,prot,NMR,1
2a2p,prot,NMR,1
2a2v,prot,NMR,1
2a2y,prot,NMR,1
2a36,prot,NMR,1
2a37,prot,NMR,1
2a3d,prot,NMR,1
2a3j,prot,NMR,1
2a3s,prot,NMR,1
2a4h,prot,NMR,1
2a4j,prot,NMR,1
2a51,prot,NMR,1
2a55,prot,NMR,1
2a5e,prot,NMR,1
2a5m,prot,NMR,1
2a63,prot,NMR,1
2a7o,prot,NMR,1
2a7u,prot,NMR,1
2a7y,prot,NMR,1
2a93,prot,NMR,1
2a9h,prot,NMR,1
2aap,prot,NMR,1
2aas,prot,NMR,1
2aav,prot,NMR,1
2ab3,prot,NMR,1
2ab7,prot,NMR,1
2ab9,prot,NMR,1
2abd,prot,NMR,1
2abo,prot,NMR,1
2aby,prot,NMR,1
2acm,prot,NMR,1
2adl,prot,NMR,1
2adn,prot,NMR,1
2adr,prot,NMR,1
2adx,prot,NMR,1
2adz,prot,NMR,1
2ae9,prot,NMR,1
2af2,prot,NMR,1
2af8,prot,NMR,1
2afd,prot,NMR,1
2afe,prot,NMR,1
2aff,prot,NMR,1
2afj,prot,NMR,1
2afp,prot,NMR,1
2aga,prot,NMR,1
2agh,prot,NMR,1
2agm,prot,NMR,1
2ahq,prot,NMR,1
2ai5,prot,NMR,1
2ai6,prot,NMR,1
2aih,prot,NMR,1
2ain,prot,NMR,1
2ait,prot,NMR,1
2aiv,prot,NMR,1
2aiy,prot,NMR,1
2aiz,prot,NMR,1
2aj0,prot,NMR,1
2aj1,prot,NMR,1
2aje,prot,NMR,1
2ajj,prot,NMR,1
2ajm,prot,NMR,1
2ajn,prot,NMR,1
2ajo,prot,NMR,1
2ajw,prot,NMR,1
2ak0,prot,NMR,1
2akk,prot,NMR,1
2akl,prot,NMR,1
2al3,prot,NMR,1
2alb,prot,NMR,1
2alc,prot,NMR,1
2alj,prot,NMR,1
2ami,prot,NMR,1
2amn,prot,NMR,1
2an7,prot,NMR,1
2ap7,prot,NMR,1
2ap8,prot,NMR,1
2apn,prot,NMR,1
2aq0,prot,NMR,1
2aqa,prot,NMR,1
2aqc,prot,NMR,1
2aqe,prot,NMR,1
2aqf,prot,NMR,1
2arf,prot,NMR,1
2ari,prot,NMR,1
2arw,prot,NMR,1
2ase,prot,NMR,1
2asq,prot,NMR,1
2asy,prot,NMR,1
2atg,prot,NMR,1
2auv,prot,NMR,1
2ava,prot,NMR,1
2avg,prot,NMR,1
2avx,prot,NMR,1
2aw0,prot,NMR,1
2awt,prot,NMR,1
2ax5,prot,NMR,1
2axd,prot,NMR,1
2axk,prot,NMR,1
2axl,prot,NMR,1
2axx,prot,NMR,1
2aya,prot,NMR,1
2ayj,prot,NMR,1
2ayk,prot,NMR,1
2aym,prot,NMR,1
2ayx,prot,NMR,1
2ayy,prot,NMR,1
2ayz,prot,NMR,1
2azh,prot,NMR,1
2azs,prot,NMR,1
2azv,prot,NMR,1
2b0f,prot,NMR,1
2b0g,prot,NMR,1
2b0h,prot,NMR,1
2b0y,prot,NMR,1
2b19,prot,NMR,1
2b1o,prot,NMR,1
2b1u,prot,NMR,1
2b1w,prot,NMR,1
2b38,prot,NMR,1
2b3a,prot,NMR,1
2b3c,prot,NMR,1
2b3i,prot,NMR,1
2b3w,prot,NMR,1
2b4n,prot,NMR,1
2b5b,prot,NMR,1
2b5k,prot,NMR,1
2b5p,prot,NMR,1
2b5q,prot,NMR,1
2b5x,prot,NMR,1
2b5y,prot,NMR,1
2b68,prot,NMR,1
2b6f,prot,NMR,1
2b7e,prot,NMR,1
2b7t,prot,NMR,1
2b7v,prot,NMR,1
2b86,prot,NMR,1
2b87,prot,NMR,1
2b88,prot,NMR,1
2b89,prot,NMR,1
2b8a,prot,NMR,1
2b8f,prot,NMR,1
2b8g,prot,NMR,1
2b95,prot,NMR,1
2b9k,prot,NMR,1
2b9z,prot,NMR,1
2ba3,prot,NMR,1
2baf,prot,NMR,1
2bai,prot,NMR,1
2bao,prot,NMR,1
2bau,prot,NMR,1
2bb8,prot,NMR,1
2bbg,prot,NMR,1
2bbi,prot,NMR,1
2bbl,prot,NMR,1
2bbm,prot,NMR,1
2bbn,prot,NMR,1
2bbp,prot,NMR,1
2bbu,prot,NMR,1
2bbx,prot,NMR,1
2bby,prot,NMR,1
2bc7,prot,NMR,1
2bc8,prot,NMR,1
2bca,prot,NMR,1
2bcb,prot,NMR,1
2bdo,prot,NMR,1
2bds,prot,NMR,1
2beg,prot,NMR,1
2bey,prot,NMR,1
2bgf,prot,NMR,1
2bgo,prot,NMR,1
2bgp,prot,NMR,1
2bi6,prot,NMR,1
2bic,prot,NMR,1
2bid,prot,NMR,1
2bjx,prot,NMR,1
2bkd,prot,NMR,1
2bl5,prot,NMR,1
2bl6,prot,NMR,1
2bmt,prot,NMR,1
2bn5,prot,NMR,1
2bn6,prot,NMR,1
2bn8,prot,NMR,1
2bo5,prot,NMR,1
2bp4,prot,NMR,1
2bpn,prot,NMR,1
2bpr,prot,NMR,1
2bru,prot,NMR,1
2brz,prot,NMR,1
2bta,prot,NMR,1
2btb,prot,NMR,1
2btg,prot,NMR,1
2bth,prot,NMR,1
2btt,prot,NMR,1
2btx,prot,NMR,1
2bud,prot,NMR,1
2bug,prot,NMR,1
2bun,prot,NMR,1
2bus,prot,NMR,1
2bvb,prot,NMR,1
2bw2,prot,NMR,1
2bye,prot,NMR,1
2byf,prot,NMR,1
2bz2,prot,NMR,1
2bzb,prot,NMR,1
2bze,prot,NMR,1
2bzm,prot,NMR,1
2bzt,prot,NMR,1
2c0s,prot,NMR,1
2c0x,prot,NMR,1
2c34,prot,NMR,1
2c52,prot,NMR,1
2c55,prot,NMR,1
2c5z,prot,NMR,1
2c6a,prot,NMR,1
2c6b,prot,NMR,1
2c7h,prot,NMR,1
2ca7,prot,NMR,1
2cbh,prot,NMR,1
2cco,prot,NMR,1
2ccx,prot,NMR,1
2cdx,prot,NMR,1
2cef,prot,NMR,1
2ceh,prot,NMR,1
2cez,prot,NMR,1
2cfj,prot,NMR,1
2ch0,prot,NMR,1
2cjn,prot,NMR,1
2cjo,prot,NMR,1
2ck4,prot,NMR,1
2ck5,prot,NMR,1
2cka,prot,NMR,1
2ckc,prot,NMR,1
2ckn,prot,NMR,1
2cku,prot,NMR,1
2cnj,prot,NMR,1
2cnp,prot,NMR,1
2cnr,prot,NMR,1
2co8,prot,NMR,1
2co9,prot,NMR,1
2coa,prot,NMR,1
2cob,prot,NMR,1
2coc,prot,NMR,1
